hit_id,year,postdate,title,link,sent_idx,sentence,context,type,element_no,element,element_display,trigger,type_old
96fe6e18ffd5a488,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,57,B토큰은 게임 시연 등 각종 퀘스트를 하면서 받을 수 있는데요.,[[B토큰]]은 게임 시연 등 각종 퀘스트를 하면서 받을 수 있는데요.,굿즈/리워드,56,B토큰|토큰,B토큰,B토큰,굿즈/리워드
eefb16cbf97a7671,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,58,"B토큰 1개, 4개, 8개, 12개 단위로 진행할 수 있는 뽑기가 있었습니다.","[[B토큰]] 1개, 4개, 8개, 12개 단위로 진행할 수 있는 뽑기가 있었습니다.",굿즈/리워드,56,B토큰|토큰,B토큰,B토큰,굿즈/리워드
b45bf25a7479c362,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,58,"B토큰 1개, 4개, 8개, 12개 단위로 진행할 수 있는 뽑기가 있었습니다.","B토큰 1개, 4개, 8개, 12개 단위로 진행할 수 있는 [[뽑기]]가 있었습니다.",이벤트,71,가챠|뽑기|경품 뽑기,가챠,뽑기,현장 이벤트
75f6cb3c4cb4e40f,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,59,"가장 높은 B토큰 12개짜리는 모코코 인형이 확정 인데다가 운이 좋으면 레이저 마우스도 나오기 때문에, 열심히 퀘스트 깨는 보람이 있습니다.","가장 높은 [[B토큰]] 12개짜리는 모코코 인형이 확정 인데다가 운이 좋으면 레이저 마우스도 나오기 때문에, 열심히 퀘스트 깨는 보람이 있습니다.",굿즈/리워드,56,B토큰|토큰,B토큰,B토큰,굿즈/리워드
61603396df5113cb,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,60,확률 표기까지 해둔 점이 진짜 가챠 느낌 나서 감다살이네요.,확률 표기까지 해둔 점이 진짜 [[가챠]] 느낌 나서 감다살이네요.,이벤트,71,가챠|뽑기|경품 뽑기,가챠,가챠,현장 이벤트
995f8adbc77e4eac,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,63,무대 프로그램 시간표 는 가이드 & 퀘스트북 안에 잘 정리되어 있어서 편했는데요.,무대 프로그램 시간표 는 가이드 & [[퀘스트북]] 안에 잘 정리되어 있어서 편했는데요.,굿즈/리워드,57,가이드북|퀘스트북,가이드북,퀘스트북,굿즈/리워드
697a9edae93b8c94,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,69,14시에는 클템의 쇼미더클템 이 진행되었습니다.,14시에는 [[클템]]의 쇼미더클템 이 진행되었습니다.,연사/인플루언서,62,클템,클템,클템,연사/인플루언서
c5b360b1d756bdf4,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,70,클템은 최고의 게임 해설가답게 발성 자체가 다르더라고요.,[[클템]]은 최고의 게임 해설가답게 발성 자체가 다르더라고요.,연사/인플루언서,62,클템,클템,클템,연사/인플루언서
a299772d39f4c510,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,72,클템은 섀도우제로 개발자와 함께 챌린지를 진행했습니다.,[[클템]]은 섀도우제로 개발자와 함께 챌린지를 진행했습니다.,연사/인플루언서,62,클템,클템,클템,연사/인플루언서
58749491be788798,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,75,16시에는 김성회의 인디게임 보석함 이 진행되었습니다.,16시에는 [[김성회]]의 인디게임 보석함 이 진행되었습니다.,연사/인플루언서,59,김성회,김성회,김성회,연사/인플루언서
26f20a7bddb2c29d,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,76,비버롹스가 진행되는 3일 동안 풀참석을 하셨더라고요.,[[비버롹스]]가 진행되는 3일 동안 풀참석을 하셨더라고요.,게임/IP,70,비버롹스|비버록스|BeaverRocks|Beaver Rocks,비버롹스,비버롹스,행사명/브랜딩
3f1c1f067a46c399,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,80,최고의 인디 게임 행사의 마지막은 훌륭한 인디게임에게 상을 주는 비버피처드 입니다.,최고의 인디 게임 행사의 마지막은 훌륭한 인디게임에게 상을 주는 [[비버피처드]] 입니다.,이벤트,58,비버피처드|비버 피쳐드|Beaver Featured,비버피처드,비버피처드,시상/행사
ad8212cfba2e5288,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,82,"특별상 타이틀명 개발사 플리더스 아르뷔엔의 겨울 오르투스게임즈 유니티 마스터 오브 피스 아이엠게임 스토브인디 마녀의 정원 팀 타파스 벤큐 잭 더 리퍼 팀 체이싱폭스 레이저 페블 나이츠 피프티원퍼센트 네이버 웹툰 크로노 서울 픽셀리안 경기콘텐츠진흥원 던전 인 캣 소사이어티 ​ 모노웨이브 스튜디오BBB ​ STAND-ALONE 리퓨엘 우선 비버롹스의 스폰서마다 주는 특별상 이 있었으며, 총 9개의 게임이 수상했습니다.","특별상 타이틀명 개발사 플리더스 아르뷔엔의 겨울 오르투스게임즈 유니티 마스터 오브 피스 아이엠게임 스토브인디 마녀의 정원 팀 타파스 벤큐 잭 더 리퍼 팀 체이싱폭스 레이저 페블 나이츠 피프티원퍼센트 [[네이버 웹툰]] 크로노 서울 픽셀리안 경기콘텐츠진흥원 던전 인 캣 소사이어티 ​ 모노웨이브 스튜디오BBB ​ STAND-ALONE 리퓨엘 우선 비버롹스의 스폰서마다 주는 특별상 이 있었으며, 총 9개의 게임이 수상했습니다.",파트너쉽,67,네이버 웹툰|네이버웹툰,네이버 웹툰,네이버 웹툰,파트너/기관
ad6cd555b757f455,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,82,"특별상 타이틀명 개발사 플리더스 아르뷔엔의 겨울 오르투스게임즈 유니티 마스터 오브 피스 아이엠게임 스토브인디 마녀의 정원 팀 타파스 벤큐 잭 더 리퍼 팀 체이싱폭스 레이저 페블 나이츠 피프티원퍼센트 네이버 웹툰 크로노 서울 픽셀리안 경기콘텐츠진흥원 던전 인 캣 소사이어티 ​ 모노웨이브 스튜디오BBB ​ STAND-ALONE 리퓨엘 우선 비버롹스의 스폰서마다 주는 특별상 이 있었으며, 총 9개의 게임이 수상했습니다.","특별상 타이틀명 개발사 [[플리더스]] 아르뷔엔의 겨울 오르투스게임즈 유니티 마스터 오브 피스 아이엠게임 스토브인디 마녀의 정원 팀 타파스 벤큐 잭 더 리퍼 팀 체이싱폭스 레이저 페블 나이츠 피프티원퍼센트 네이버 웹툰 크로노 서울 픽셀리안 경기콘텐츠진흥원 던전 인 캣 소사이어티 ​ 모노웨이브 스튜디오BBB ​ STAND-ALONE 리퓨엘 우선 비버롹스의 스폰서마다 주는 특별상 이 있었으며, 총 9개의 게임이 수상했습니다.",파트너쉽,68,플리더스,플리더스,플리더스,파트너/기관
35d7ade724884e66,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,82,"특별상 타이틀명 개발사 플리더스 아르뷔엔의 겨울 오르투스게임즈 유니티 마스터 오브 피스 아이엠게임 스토브인디 마녀의 정원 팀 타파스 벤큐 잭 더 리퍼 팀 체이싱폭스 레이저 페블 나이츠 피프티원퍼센트 네이버 웹툰 크로노 서울 픽셀리안 경기콘텐츠진흥원 던전 인 캣 소사이어티 ​ 모노웨이브 스튜디오BBB ​ STAND-ALONE 리퓨엘 우선 비버롹스의 스폰서마다 주는 특별상 이 있었으며, 총 9개의 게임이 수상했습니다.","특별상 타이틀명 개발사 플리더스 아르뷔엔의 겨울 오르투스게임즈 유니티 마스터 오브 피스 아이엠게임 스토브인디 마녀의 정원 팀 타파스 벤큐 잭 더 리퍼 팀 체이싱폭스 레이저 페블 나이츠 피프티원퍼센트 네이버 웹툰 크로노 서울 픽셀리안 경기콘텐츠진흥원 던전 인 캣 소사이어티 ​ 모노웨이브 스튜디오BBB ​ STAND-ALONE 리퓨엘 우선 [[비버롹스]]의 스폰서마다 주는 특별상 이 있었으며, 총 9개의 게임이 수상했습니다.",게임/IP,70,비버롹스|비버록스|BeaverRocks|Beaver Rocks,비버롹스,비버롹스,행사명/브랜딩
5089b61281f2128f,2025,20251209,"비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기",https://blog.naver.com/neopgame/224103297008,87,마치며 여기까지 비버롹스 2025 후기였습니다.,마치며 여기까지 [[비버롹스]] 2025 후기였습니다.,게임/IP,70,비버롹스|비버록스|BeaverRocks|Beaver Rocks,비버롹스,비버롹스,행사명/브랜딩
4a5583cd3aa78896,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,0,"인디 게임 개발자 를 열정적으로 댐을 짖는 비버 를 비유 하여 버닝비버로 지었다가 비버롹스로 바꾸고, ​ 게임 개발자를 꿈꾸는 사람들을 위해 2022년 스마일게이트 퓨처랩의 ​ ​ 지원으로 개최 하면서 ​ 그분들의 열심히 공들여 만든 인디 게임 을 전시 해 방문자들이 체험하고 교류하는 문화 행사 입니다. ​ ​ ​ ​ ​ 외부에서 기다리기엔 너무 춥기에 안내원분들이 친절하게 실내에서 대기하게 도와주셨습니다.","인디 게임 개발자 를 열정적으로 댐을 짖는 비버 를 비유 하여 버닝비버로 지었다가 [[비버롹스]]로 바꾸고, ​ 게임 개발자를 꿈꾸는 사람들을 위해 2022년 스마일게이트 퓨처랩의 ​ ​ 지원으로 개최 하면서 ​ 그분들의 열심히 공들여 만든 인디 게임 을 전시 해 방문자들이 체험하고 교류하는 문화 행사 입니다. ​ ​ ​ ​ ​ 외부에서 기다리기엔 너무 춥기에 안내원분들이 친절하게 실내에서 대기하게 도와주셨습니다.",게임/IP,70,비버롹스|비버록스|BeaverRocks|Beaver Rocks,비버롹스,비버롹스,행사명/브랜딩
ea042bcf2c48ec69,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,2,산나비 굿즈를 구매하기 위해 ​ ​ ​ ​ ​ 조.,[[산나비]] 굿즈를 구매하기 위해 ​ ​ ​ ​ ​ 조.,게임/IP,54,산나비,산나비,산나비,게임/IP
0ebf6b0a9e54e406,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,10,드디어 산나비 굿즈 스토어 코앞!!,드디어 [[산나비]] 굿즈 스토어 코앞!!,게임/IP,54,산나비,산나비,산나비,게임/IP
9ced128e2c5050b9,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,11,옆에는 산나비 : 귀신 씌인 날 체험 부스가 있었는데 참가자 줄도 꽤 길었습니다.,옆에는 [[산나비]] : 귀신 씌인 날 체험 부스가 있었는데 참가자 줄도 꽤 길었습니다.,게임/IP,54,산나비,산나비,산나비,게임/IP
dc15808a356584d5,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,13,산나비 부스 안내원들께서 넉넉히 준비해 주신 덕에 사고 싶은 굿즈를 다 살 수 있었습니다.,[[산나비]] 부스 안내원들께서 넉넉히 준비해 주신 덕에 사고 싶은 굿즈를 다 살 수 있었습니다.,게임/IP,54,산나비,산나비,산나비,게임/IP
b582d1e6480be712,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,15,"목적을 달성했으니, 마음 편히 비버롹스 2025 행사를 즐길 시간!!","목적을 달성했으니, 마음 편히 [[비버롹스]] 2025 행사를 즐길 시간!!",게임/IP,70,비버롹스|비버록스|BeaverRocks|Beaver Rocks,비버롹스,비버롹스,행사명/브랜딩
de5b3008f17adf7e,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,16,"비버롹스 테마별로 RGB로 빛의 삼원색 콘셉트로 ​ R 존은 최상, G 존은 보통, B 존은 쉬움으로 난이도를 구별하여 ​ 자신한테 알맞은 조작감과 다양한 장르별 게임을 참여할 수 있도록 부스 코스를 나누었습니다.","비버롹스 테마별로 [[RGB]]로 빛의 삼원색 콘셉트로 ​ R 존은 최상, G 존은 보통, B 존은 쉬움으로 난이도를 구별하여 ​ 자신한테 알맞은 조작감과 다양한 장르별 게임을 참여할 수 있도록 부스 코스를 나누었습니다.",장소/공간,64,RGB|R존|G존|B존,RGB,RGB,존/동선
bbb9651da4a62959,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,16,"비버롹스 테마별로 RGB로 빛의 삼원색 콘셉트로 ​ R 존은 최상, G 존은 보통, B 존은 쉬움으로 난이도를 구별하여 ​ 자신한테 알맞은 조작감과 다양한 장르별 게임을 참여할 수 있도록 부스 코스를 나누었습니다.","[[비버롹스]] 테마별로 RGB로 빛의 삼원색 콘셉트로 ​ R 존은 최상, G 존은 보통, B 존은 쉬움으로 난이도를 구별하여 ​ 자신한테 알맞은 조작감과 다양한 장르별 게임을 참여할 수 있도록 부스 코스를 나누었습니다.",게임/IP,70,비버롹스|비버록스|BeaverRocks|Beaver Rocks,비버롹스,비버롹스,행사명/브랜딩
132bf424301253c4,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,18,"산나비 굿즈 줄 서면서 찍은 내부 현장을 찍은 R 존 ​ ​ ​ ​ ​ ​ G 존의 도트 감성 리듬 게임 ""Noise Canceler"" ​ ​ 귀 호강해 주는 음악과 함께 스토리를 진행하는 방식이 너무 좋았습니다.","[[산나비]] 굿즈 줄 서면서 찍은 내부 현장을 찍은 R 존 ​ ​ ​ ​ ​ ​ G 존의 도트 감성 리듬 게임 ""Noise Canceler"" ​ ​ 귀 호강해 주는 음악과 함께 스토리를 진행하는 방식이 너무 좋았습니다.",게임/IP,54,산나비,산나비,산나비,게임/IP
e5020518c171debd,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,22,"S 존은 대기 줄이 너무 많았고, 깜박하고 찍질 않아서 생략(...) ​ ​ ​ ​ ""에드워드의 세잎 클로버"" 게임 ​ ​ ​ ​ ""호랑이 굴러가 유~"" 게임 ​ ​ 잠시 쉬어가는 겸, 오후에 진행한 네이버 웹툰 ""소심한 호랭이 코코"" 로 유명하신 ""키몽 작가님"" 과 ​ 해당 IP로 게임을 만드신 디렉터님들과 함께 게임을 푸는 무대 행사에 참여를 했습니다.","S 존은 대기 줄이 너무 많았고, 깜박하고 찍질 않아서 생략(...) ​ ​ ​ ​ ""에드워드의 세잎 클로버"" 게임 ​ ​ ​ ​ ""호랑이 굴러가 유~"" 게임 ​ ​ 잠시 쉬어가는 겸, 오후에 진행한 [[네이버 웹툰]] ""소심한 호랭이 코코"" 로 유명하신 ""키몽 작가님"" 과 ​ 해당 IP로 게임을 만드신 디렉터님들과 함께 게임을 푸는 무대 행사에 참여를 했습니다.",파트너쉽,67,네이버 웹툰|네이버웹툰,네이버 웹툰,네이버 웹툰,파트너/기관
86b40139c8de6d0f,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,26,"무대 행사 때 보여줬던 게임들을 네이버 웹툰 존에서 직접 확인할 수 있었고 ​ ""마음의 소리"" 와 ""좀비딸"" IP로 만든 웹툰들을 10가지 게임들로 만나 볼 수 있었습니다.","무대 행사 때 보여줬던 게임들을 [[네이버 웹툰]] 존에서 직접 확인할 수 있었고 ​ ""마음의 소리"" 와 ""좀비딸"" IP로 만든 웹툰들을 10가지 게임들로 만나 볼 수 있었습니다.",파트너쉽,67,네이버 웹툰|네이버웹툰,네이버 웹툰,네이버 웹툰,파트너/기관
332b3b900b50177a,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,27,"오후 2시에 네이버 웹툰 존 입구 쪽에 ""빗빛"" 님의 도트 그래픽 캐리커처 행사가 있었습니다.","오후 2시에 [[네이버 웹툰]] 존 입구 쪽에 ""빗빛"" 님의 도트 그래픽 캐리커처 행사가 있었습니다.",파트너쉽,67,네이버 웹툰|네이버웹툰,네이버 웹툰,네이버 웹툰,파트너/기관
6c7aeb5cb1f595d8,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,27,"오후 2시에 네이버 웹툰 존 입구 쪽에 ""빗빛"" 님의 도트 그래픽 캐리커처 행사가 있었습니다.","오후 2시에 네이버 웹툰 존 입구 쪽에 ""[[빗빛]]"" 님의 도트 그래픽 캐리커처 행사가 있었습니다.",이벤트,72,캐리커쳐|캐리커처|초상화|빗빛,캐리커쳐,빗빛,현장 이벤트
e624a043e94c959e,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,31,"네이버 웹툰 ""마음의 소리""의 조석과 애봉이 ​ ​ ​ ​ 이 외에도 Out Of Index 존이 있으며 ​ RBG 존과 더 색다른 경험을 해볼 수 있는 실험적이고 차별성 있는 게임이라고 합니다.","네이버 웹툰 ""마음의 소리""의 조석과 애봉이 ​ ​ ​ ​ 이 외에도 [[Out Of Index]] 존이 있으며 ​ RBG 존과 더 색다른 경험을 해볼 수 있는 실험적이고 차별성 있는 게임이라고 합니다.",파트너쉽,66,Out of index|Out Of Index|OOI,Out of index,Out Of Index,파트너/기관
4a37aeec6c7abd3e,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,31,"네이버 웹툰 ""마음의 소리""의 조석과 애봉이 ​ ​ ​ ​ 이 외에도 Out Of Index 존이 있으며 ​ RBG 존과 더 색다른 경험을 해볼 수 있는 실험적이고 차별성 있는 게임이라고 합니다.","[[네이버 웹툰]] ""마음의 소리""의 조석과 애봉이 ​ ​ ​ ​ 이 외에도 Out Of Index 존이 있으며 ​ RBG 존과 더 색다른 경험을 해볼 수 있는 실험적이고 차별성 있는 게임이라고 합니다.",파트너쉽,67,네이버 웹툰|네이버웹툰,네이버 웹툰,네이버 웹툰,파트너/기관
36216b55047c9401,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,33,각 부스마다 인디 게임을 즐기시면 가이드 & 퀘스트 북에 B 토큰 교환소에 있는 직원의 도장을 받을 수 있습니다.,각 부스마다 인디 게임을 즐기시면 가이드 & 퀘스트 북에 B [[토큰]] 교환소에 있는 직원의 도장을 받을 수 있습니다.,굿즈/리워드,56,B토큰|토큰,B토큰,토큰,굿즈/리워드
a75e429da47e9103,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,33,각 부스마다 인디 게임을 즐기시면 가이드 & 퀘스트 북에 B 토큰 교환소에 있는 직원의 도장을 받을 수 있습니다.,각 부스마다 인디 게임을 즐기시면 가이드 & 퀘스트 북에 B 토큰 교환소에 있는 [[직원]]의 도장을 받을 수 있습니다.,운영인력,63,NPC|스태프|직원|알바,NPC,직원,운영인력
a5e9f01efb959062,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,34,도장을 받으시면 B 토큰을 받을 수 있는데요.,도장을 받으시면 B [[토큰]]을 받을 수 있는데요.,굿즈/리워드,56,B토큰|토큰,B토큰,토큰,굿즈/리워드
63ae324e96c30d70,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,36,직원분께 B 토큰을 드리면 인형 뽑기로 상품 목록 중 1개 집을 수 있는 기회를 가지게 됩니다.,직원분께 B [[토큰]]을 드리면 인형 뽑기로 상품 목록 중 1개 집을 수 있는 기회를 가지게 됩니다.,굿즈/리워드,56,B토큰|토큰,B토큰,토큰,굿즈/리워드
38502274e9377ce8,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,36,직원분께 B 토큰을 드리면 인형 뽑기로 상품 목록 중 1개 집을 수 있는 기회를 가지게 됩니다.,[[직원]]분께 B 토큰을 드리면 인형 뽑기로 상품 목록 중 1개 집을 수 있는 기회를 가지게 됩니다.,운영인력,63,NPC|스태프|직원|알바,NPC,직원,운영인력
9743aa6f01f96f88,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,36,직원분께 B 토큰을 드리면 인형 뽑기로 상품 목록 중 1개 집을 수 있는 기회를 가지게 됩니다.,직원분께 B 토큰을 드리면 인형 [[뽑기]]로 상품 목록 중 1개 집을 수 있는 기회를 가지게 됩니다.,이벤트,71,가챠|뽑기|경품 뽑기,가챠,뽑기,현장 이벤트
f7e884f66345411c,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,37,B 토큰이 많이 모을수록 더 좋은 상품을 받을 기회가 생깁니다.,B [[토큰]]이 많이 모을수록 더 좋은 상품을 받을 기회가 생깁니다.,굿즈/리워드,56,B토큰|토큰,B토큰,토큰,굿즈/리워드
1a6466041cc88f90,2025,20251209,BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기,https://blog.naver.com/tmdwn944/224101650962,38,"그중 12개 B 토큰으로"" Razer Cobra 게이밍 마우스""를 얻는 게 가장 큰 이득인데 확률이 9.09%..","그중 12개 B [[토큰]]으로"" Razer Cobra 게이밍 마우스""를 얻는 게 가장 큰 이득인데 확률이 9.09%..",굿즈/리워드,56,B토큰|토큰,B토큰,토큰,굿즈/리워드
